id,a_atom,b1_atom,b2_atom,composition,distance_a,distance_b1,distance_b2,x_atom,cubic,ortho,eleneg_a,eleneg_b1,eleneg_b2,eleneg_x,hoe_a,hoe_b1,hoe_b2,hoe_x,ionenergy_a,ionenergy_b1,ionenergy_b2,ionenergy_x,luep_a,luep_b1,luep_b2,luep_x,rd_a,rd_b1,rd_b2,rd_x,rp_a,rp_b1,rp_b2,rp_x,rs_a,rs_b1,rs_b2,rs_x,ind_gap,heat_of_formation
Cs.In.In.I-cubic,Cs,In,In,Cs.In.In.I,4.405122,3.113607,3.113607,I,1,0,0.79,1.78,1.78,2.66,-2.0862,-2.5185,-2.5185,-7.0851,3.8939,5.7864,5.7864,10.4513,-2.0862,-2.5185,-2.5185,-7.0851,0,0.36,0.36,0.315,2.6,1.11,1.11,0.83,1.71,0.94,0.94,0.755,0.0376,-0.9384521
Cs.In.Sb.I-cubic,Cs,In,Sb,Cs.In.Sb.I,4.443702,3.23347,3.049529,I,1,0,0.79,1.78,2.05,2.66,-2.0862,-2.5185,-4.8276,-7.0851,3.8939,5.7864,8.6084,10.4513,-2.0862,-2.5185,-4.8276,-7.0851,0,0.36,0.335,0.315,2.6,1.11,0.935,0.83,1.71,0.94,0.83,0.755,0.1914,-0.894430407
Cs.Tl.Al.I-cubic,Cs,Tl,Al,Cs.Tl.Al.I,4.36947,3.374366,2.791225,I,1,0,0.79,2.04,1.61,2.66,-2.0862,-2.37,-2.7121,-7.0851,3.8939,6.1082,5.9858,10.4513,-2.0862,-2.37,-2.7121,-7.0851,0,0.463,0,0.315,2.6,1.22,0.905,0.83,1.71,1.015,0.77,0.755,1.3469,-0.998563785
Cs.Tl.As.I-cubic,Cs,Tl,As,Cs.Tl.As.I,4.392547,3.314061,2.890721,I,1,0,0.79,2.04,2.18,2.66,-2.0862,-2.37,-5.1947,-7.0851,3.8939,6.1082,9.7886,10.4513,-2.0862,-2.37,-5.1947,-7.0851,0,0.463,0.155,0.315,2.6,1.22,0.745,0.83,1.71,1.015,0.67,0.755,0.4876,-0.845799095
Cs.Tl.Bi.I-cubic,Cs,Tl,Bi,Cs.Tl.Bi.I,4.546003,3.33581,3.090876,I,1,0,0.79,2.04,2.02,2.66,-2.0862,-2.37,-4.5702,-7.0851,3.8939,6.1082,7.2855,10.4513,-2.0862,-2.37,-4.5702,-7.0851,0,0.463,0.438,0.315,2.6,1.22,1.077,0.83,1.71,1.015,0.92,0.755,0.2898,-0.955895395
Cs.Tl.Ga.I-cubic,Cs,Tl,Ga,Cs.Tl.Ga.I,4.370916,3.334109,2.83731,I,1,0,0.79,2.04,1.81,2.66,-2.0862,-2.37,-2.5791,-7.0851,3.8939,6.1082,5.9993,10.4513,-2.0862,-2.37,-2.5791,-7.0851,0,0.463,0.17,0.315,2.6,1.22,0.935,0.83,1.71,1.015,0.76,0.755,0.4918,-0.906397745
Cs.Tl.In.I-cubic,Cs,Tl,In,Cs.Tl.In.I,4.460128,3.34223,2.959536,I,1,0,0.79,2.04,1.78,2.66,-2.0862,-2.37,-2.5185,-7.0851,3.8939,6.1082,5.7864,10.4513,-2.0862,-2.37,-2.5185,-7.0851,0,0.463,0.36,0.315,2.6,1.22,1.11,0.83,1.71,1.015,0.94,0.755,0.7898,-0.960015555
Cs.Tl.Sb.I-cubic,Cs,Tl,Sb,Cs.Tl.Sb.I,4.500442,3.32872,3.032418,I,1,0,0.79,2.04,2.05,2.66,-2.0862,-2.37,-4.8276,-7.0851,3.8939,6.1082,8.6084,10.4513,-2.0862,-2.37,-4.8276,-7.0851,0,0.463,0.335,0.315,2.6,1.22,0.935,0.83,1.71,1.015,0.83,0.755,0.3599,-0.913762862
K.Ag.Al.I-cubic,K,Ag,Al,K.Ag.Al.I,4.112299,3.020297,2.793154,I,1,0,0.82,1.93,1.61,2.66,-2.319,-4.4045,-2.7121,-7.0851,4.3407,7.5762,5.9858,10.4513,-2.319,-4.4045,-2.7121,-7.0851,0.37,0.385,0,0.315,2.15,1.33,0.905,0.83,1.54,1.045,0.77,0.755,0,-0.810243975
K.Ag.As.I-cubic,K,Ag,As,K.Ag.As.I,4.149949,2.980763,2.887782,I,1,0,0.82,1.93,2.18,2.66,-2.319,-4.4045,-5.1947,-7.0851,4.3407,7.5762,9.7886,10.4513,-2.319,-4.4045,-5.1947,-7.0851,0.37,0.385,0.155,0.315,2.15,1.33,0.745,0.83,1.54,1.045,0.67,0.755,0.204,-0.671114585
K.Ag.Bi.I-cubic,K,Ag,Bi,K.Ag.Bi.I,4.297072,2.991372,3.085243,I,1,0,0.82,1.93,2.02,2.66,-2.319,-4.4045,-4.5702,-7.0851,4.3407,7.5762,7.2855,10.4513,-2.319,-4.4045,-4.5702,-7.0851,0.37,0.385,0.438,0.315,2.15,1.33,1.077,0.83,1.54,1.045,0.92,0.755,0.6179,-0.771762785
K.Ag.Ga.I-cubic,K,Ag,Ga,K.Ag.Ga.I,4.125267,2.980252,2.853063,I,1,0,0.82,1.93,1.81,2.66,-2.319,-4.4045,-2.5791,-7.0851,4.3407,7.5762,5.9993,10.4513,-2.319,-4.4045,-2.5791,-7.0851,0.37,0.385,0.17,0.315,2.15,1.33,0.935,0.83,1.54,1.045,0.76,0.755,0,-0.730681535
K.Ag.In.I-cubic,K,Ag,In,K.Ag.In.I,4.212605,2.990831,2.966667,I,1,0,0.82,1.93,1.78,2.66,-2.319,-4.4045,-2.5185,-7.0851,4.3407,7.5762,5.7864,10.4513,-2.319,-4.4045,-2.5185,-7.0851,0.37,0.385,0.36,0.315,2.15,1.33,1.11,0.83,1.54,1.045,0.94,0.755,0,-0.776629045
K.Ag.Sb.I-cubic,K,Ag,Sb,K.Ag.Sb.I,4.253654,2.989437,3.026083,I,1,0,0.82,1.93,2.05,2.66,-2.319,-4.4045,-4.8276,-7.0851,4.3407,7.5762,8.6084,10.4513,-2.319,-4.4045,-4.8276,-7.0851,0.37,0.385,0.335,0.315,2.15,1.33,0.935,0.83,1.54,1.045,0.83,0.755,0.2952,-0.733344752
K.Au.Al.I-cubic,K,Au,Al,K.Au.Al.I,4.098771,2.977419,2.818022,I,1,0,0.82,2.54,1.61,2.66,-2.319,-5.7602,-2.7121,-7.0851,4.3407,9.2255,5.9858,10.4513,-2.319,-5.7602,-2.7121,-7.0851,0.37,0.488,0,0.315,2.15,1.45,0.905,0.83,1.54,1.21,0.77,0.755,0,-0.732800075
K.Au.As.I-cubic,K,Au,As,K.Au.As.I,4.124508,2.935859,2.897012,I,1,0,0.82,2.54,2.18,2.66,-2.319,-5.7602,-5.1947,-7.0851,4.3407,9.2255,9.7886,10.4513,-2.319,-5.7602,-5.1947,-7.0851,0.37,0.488,0.155,0.315,2.15,1.45,0.745,0.83,1.54,1.21,0.67,0.755,0,-0.617168885
K.Au.Bi.I-cubic,K,Au,Bi,K.Au.Bi.I,4.278072,2.954536,3.094759,I,1,0,0.82,2.54,2.02,2.66,-2.319,-5.7602,-4.5702,-7.0851,4.3407,9.2255,7.2855,10.4513,-2.319,-5.7602,-4.5702,-7.0851,0.37,0.488,0.438,0.315,2.15,1.45,1.077,0.83,1.54,1.21,0.92,0.755,0,-0.703125885
K.Au.Ga.I-cubic,K,Au,Ga,K.Au.Ga.I,4.113644,2.925168,2.892357,I,1,0,0.82,2.54,1.81,2.66,-2.319,-5.7602,-2.5791,-7.0851,4.3407,9.2255,5.9993,10.4513,-2.319,-5.7602,-2.5791,-7.0851,0.37,0.488,0.17,0.315,2.15,1.45,0.935,0.83,1.54,1.21,0.76,0.755,0,-0.681397735
K.Au.In.I-cubic,K,Au,In,K.Au.In.I,4.199008,2.934033,3.004055,I,1,0,0.82,2.54,1.78,2.66,-2.319,-5.7602,-2.5185,-7.0851,4.3407,9.2255,5.7864,10.4513,-2.319,-5.7602,-2.5185,-7.0851,0.37,0.488,0.36,0.315,2.15,1.45,1.11,0.83,1.54,1.21,0.94,0.755,0,-0.717472945
K.Au.Sb.I-cubic,K,Au,Sb,K.Au.Sb.I,4.228816,2.948024,3.032129,I,1,0,0.82,2.54,2.05,2.66,-2.319,-5.7602,-4.8276,-7.0851,4.3407,9.2255,8.6084,10.4513,-2.319,-5.7602,-4.8276,-7.0851,0.37,0.488,0.335,0.315,2.15,1.45,0.935,0.83,1.54,1.21,0.83,0.755,0,-0.672807752
K.Cu.Al.I-cubic,K,Cu,Al,K.Cu.Al.I,4.014229,2.866022,2.810821,I,1,0,0.82,1.9,1.61,2.66,-2.319,-4.6097,-2.7121,-7.0851,4.3407,7.7264,5.9858,10.4513,-2.319,-4.6097,-2.7121,-7.0851,0.37,0.185,0,0.315,2.15,1.16,0.905,0.83,1.54,0.88,0.77,0.755,0,-0.7495261
K.Cu.As.I-cubic,K,Cu,As,K.Cu.As.I,4.050713,2.829329,2.899032,I,1,0,0.82,1.9,2.18,2.66,-2.319,-4.6097,-5.1947,-7.0851,4.3407,7.7264,9.7886,10.4513,-2.319,-4.6097,-5.1947,-7.0851,0.37,0.185,0.155,0.315,2.15,1.16,0.745,0.83,1.54,0.88,0.67,0.755,0,-0.62253181
K.Cu.Bi.I-cubic,K,Cu,Bi,K.Cu.Bi.I,4.195488,2.836957,3.093584,I,1,0,0.82,1.9,2.02,2.66,-2.319,-4.6097,-4.5702,-7.0851,4.3407,7.7264,7.2855,10.4513,-2.319,-4.6097,-4.5702,-7.0851,0.37,0.185,0.438,0.315,2.15,1.16,1.077,0.83,1.54,0.88,0.92,0.755,0.2537,-0.72039771
K.Cu.Ga.I-cubic,K,Cu,Ga,K.Cu.Ga.I,4.041145,2.826956,2.887923,I,1,0,0.82,1.9,1.81,2.66,-2.319,-4.6097,-2.5791,-7.0851,4.3407,7.7264,5.9993,10.4513,-2.319,-4.6097,-2.5791,-7.0851,0.37,0.185,0.17,0.315,2.15,1.16,0.935,0.83,1.54,0.88,0.76,0.755,0,-0.68716706
K.Cu.In.I-cubic,K,Cu,In,K.Cu.In.I,4.119643,2.832596,2.992363,I,1,0,0.82,1.9,1.78,2.66,-2.319,-4.6097,-2.5185,-7.0851,4.3407,7.7264,5.7864,10.4513,-2.319,-4.6097,-2.5185,-7.0851,0.37,0.185,0.36,0.315,2.15,1.16,1.11,0.83,1.54,0.88,0.94,0.755,0,-0.72956707
K.Cu.Sb.I-cubic,K,Cu,Sb,K.Cu.Sb.I,4.152601,2.835415,3.035544,I,1,0,0.82,1.9,2.05,2.66,-2.319,-4.6097,-4.8276,-7.0851,4.3407,7.7264,8.6084,10.4513,-2.319,-4.6097,-4.8276,-7.0851,0.37,0.185,0.335,0.315,2.15,1.16,0.935,0.83,1.54,0.88,0.83,0.755,0,-0.683557677
K.In.Al.I-cubic,K,In,Al,K.In.Al.I,4.283332,3.258497,2.789982,I,1,0,0.82,1.78,1.61,2.66,-2.319,-2.5185,-2.7121,-7.0851,4.3407,5.7864,5.9858,10.4513,-2.319,-2.5185,-2.7121,-7.0851,0.37,0.36,0,0.315,2.15,1.11,0.905,0.83,1.54,0.94,0.77,0.755,0.8048,-0.87025981
K.In.As.I-cubic,K,In,As,K.In.As.I,4.284216,3.159233,2.896719,I,1,0,0.82,1.78,2.18,2.66,-2.319,-2.5185,-5.1947,-7.0851,4.3407,5.7864,9.7886,10.4513,-2.319,-2.5185,-5.1947,-7.0851,0.37,0.36,0.155,0.315,2.15,1.11,0.745,0.83,1.54,0.94,0.67,0.755,0.15,-0.73229582
K.In.Bi.I-cubic,K,In,Bi,K.In.Bi.I,4.463366,3.217764,3.09378,I,1,0,0.82,1.78,2.02,2.66,-2.319,-2.5185,-4.5702,-7.0851,4.3407,5.7864,7.2855,10.4513,-2.319,-2.5185,-4.5702,-7.0851,0.37,0.36,0.438,0.315,2.15,1.11,1.077,0.83,1.54,0.94,0.92,0.755,0.3548,-0.82329802
K.In.Ga.I-cubic,K,In,Ga,K.In.Ga.I,4.275256,2.964539,3.081025,I,1,0,0.82,1.78,1.81,2.66,-2.319,-2.5185,-2.5791,-7.0851,4.3407,5.7864,5.9993,10.4513,-2.319,-2.5185,-2.5791,-7.0851,0.37,0.36,0.17,0.315,2.15,1.11,0.935,0.83,1.54,0.94,0.76,0.755,0.1346,-0.81902257
K.In.In.I-cubic,K,In,In,K.In.In.I,4.360028,3.082243,3.082243,I,1,0,0.82,1.78,1.78,2.66,-2.319,-2.5185,-2.5185,-7.0851,4.3407,5.7864,5.7864,10.4513,-2.319,-2.5185,-2.5185,-7.0851,0.37,0.36,0.36,0.315,2.15,1.11,1.11,0.83,1.54,0.94,0.94,0.755,0,-0.83415808
K.In.Sb.I-cubic,K,In,Sb,K.In.Sb.I,4.409891,3.198995,3.036474,I,1,0,0.82,1.78,2.05,2.66,-2.319,-2.5185,-4.8276,-7.0851,4.3407,5.7864,8.6084,10.4513,-2.319,-2.5185,-4.8276,-7.0851,0.37,0.36,0.335,0.315,2.15,1.11,0.935,0.83,1.54,0.94,0.83,0.755,0.2273,-0.787047887
K.Tl.Al.I-cubic,K,Tl,Al,K.Tl.Al.I,4.323738,3.323606,2.778942,I,1,0,0.82,2.04,1.61,2.66,-2.319,-2.37,-2.7121,-7.0851,4.3407,6.1082,5.9858,10.4513,-2.319,-2.37,-2.7121,-7.0851,0.37,0.463,0,0.315,2.15,1.22,0.905,0.83,1.54,1.015,0.77,0.755,1.3485,-0.897110865
K.Tl.As.I-cubic,K,Tl,As,K.Tl.As.I,4.35051,3.2681,2.878272,I,1,0,0.82,2.04,2.18,2.66,-2.319,-2.37,-5.1947,-7.0851,4.3407,6.1082,9.7886,10.4513,-2.319,-2.37,-5.1947,-7.0851,0.37,0.463,0.155,0.315,2.15,1.22,0.745,0.83,1.54,1.015,0.67,0.755,0.3625,-0.742164875
K.Tl.Bi.I-cubic,K,Tl,Bi,K.Tl.Bi.I,4.516014,3.303067,3.081621,I,1,0,0.82,2.04,2.02,2.66,-2.319,-2.37,-4.5702,-7.0851,4.3407,6.1082,7.2855,10.4513,-2.319,-2.37,-4.5702,-7.0851,0.37,0.463,0.438,0.315,2.15,1.22,1.077,0.83,1.54,1.015,0.92,0.755,0.2017,-0.842895875
K.Tl.Ga.I-cubic,K,Tl,Ga,K.Tl.Ga.I,4.325179,3.283303,2.824827,I,1,0,0.82,2.04,1.81,2.66,-2.319,-2.37,-2.5791,-7.0851,4.3407,6.1082,5.9993,10.4513,-2.319,-2.37,-2.5791,-7.0851,0.37,0.463,0.17,0.315,2.15,1.22,0.935,0.83,1.54,1.015,0.76,0.755,0.4112,-0.804781425
K.Tl.In.I-cubic,K,Tl,In,K.Tl.In.I,4.421286,3.301211,2.946397,I,1,0,0.82,2.04,1.78,2.66,-2.319,-2.37,-2.5185,-7.0851,4.3407,6.1082,5.7864,10.4513,-2.319,-2.37,-2.5185,-7.0851,0.37,0.463,0.36,0.315,2.15,1.22,1.11,0.83,1.54,1.015,0.94,0.755,0.7302,-0.852193435
K.Tl.Sb.I-cubic,K,Tl,Sb,K.Tl.Sb.I,4.467695,3.29252,3.022878,I,1,0,0.82,2.04,2.05,2.66,-2.319,-2.37,-4.8276,-7.0851,4.3407,6.1082,8.6084,10.4513,-2.319,-2.37,-4.8276,-7.0851,0.37,0.463,0.335,0.315,2.15,1.22,0.935,0.83,1.54,1.015,0.83,0.755,0.26,-0.803095442
Rb.Ag.Al.I-cubic,Rb,Ag,Al,Rb.Ag.Al.I,4.130687,3.035976,2.803382,I,1,0,0.82,1.93,1.61,2.66,-2.2327,-4.4045,-2.7121,-7.0851,4.1771,7.5762,5.9858,10.4513,-2.2327,-4.4045,-2.7121,-7.0851,0.71,0.385,0,0.315,2.43,1.33,0.905,0.83,1.67,1.045,0.77,0.755,0,-0.847144015
Rb.Ag.As.I-cubic,Rb,Ag,As,Rb.Ag.As.I,4.167138,2.996359,2.89644,I,1,0,0.82,1.93,2.18,2.66,-2.2327,-4.4045,-5.1947,-7.0851,4.1771,7.5762,9.7886,10.4513,-2.2327,-4.4045,-5.1947,-7.0851,0.71,0.385,0.155,0.315,2.43,1.33,0.745,0.83,1.67,1.045,0.67,0.755,0.2286,-0.709215725
Rb.Ag.Bi.I-cubic,Rb,Ag,Bi,Rb.Ag.Bi.I,4.309968,3.002965,3.091926,I,1,0,0.82,1.93,2.02,2.66,-2.2327,-4.4045,-4.5702,-7.0851,4.1771,7.5762,7.2855,10.4513,-2.2327,-4.4045,-4.5702,-7.0851,0.71,0.385,0.438,0.315,2.43,1.33,1.077,0.83,1.67,1.045,0.92,0.755,0.6313,-0.815377325
Rb.Ag.Ga.I-cubic,Rb,Ag,Ga,Rb.Ag.Ga.I,4.143966,2.996287,2.863413,I,1,0,0.82,1.93,1.81,2.66,-2.2327,-4.4045,-2.5791,-7.0851,4.1771,7.5762,5.9993,10.4513,-2.2327,-4.4045,-2.5791,-7.0851,0.71,0.385,0.17,0.315,2.43,1.33,0.935,0.83,1.67,1.045,0.76,0.755,0,-0.768169575
Rb.Ag.In.I-cubic,Rb,Ag,In,Rb.Ag.In.I,4.227914,3.003788,2.975351,I,1,0,0.82,1.93,1.78,2.66,-2.2327,-4.4045,-2.5185,-7.0851,4.1771,7.5762,5.7864,10.4513,-2.2327,-4.4045,-2.5185,-7.0851,0.71,0.385,0.36,0.315,2.43,1.33,1.11,0.83,1.67,1.045,0.94,0.755,0,-0.817568085
Rb.Ag.Sb.I-cubic,Rb,Ag,Sb,Rb.Ag.Sb.I,4.268226,3.002547,3.033597,I,1,0,0.82,1.93,2.05,2.66,-2.2327,-4.4045,-4.8276,-7.0851,4.1771,7.5762,8.6084,10.4513,-2.2327,-4.4045,-4.8276,-7.0851,0.71,0.385,0.335,0.315,2.43,1.33,0.935,0.83,1.67,1.045,0.83,0.755,0.3161,-0.775543992
Rb.Au.Al.I-cubic,Rb,Au,Al,Rb.Au.Al.I,4.116897,2.995428,2.825504,I,1,0,0.82,2.54,1.61,2.66,-2.2327,-5.7602,-2.7121,-7.0851,4.1771,9.2255,5.9858,10.4513,-2.2327,-5.7602,-2.7121,-7.0851,0.71,0.488,0,0.315,2.43,1.45,0.905,0.83,1.67,1.21,0.77,0.755,0,-0.769115415
Rb.Au.As.I-cubic,Rb,Au,As,Rb.Au.As.I,4.141665,2.950196,2.906923,I,1,0,0.82,2.54,2.18,2.66,-2.2327,-5.7602,-5.1947,-7.0851,4.1771,9.2255,9.7886,10.4513,-2.2327,-5.7602,-5.1947,-7.0851,0.71,0.488,0.155,0.315,2.43,1.45,0.745,0.83,1.67,1.21,0.67,0.755,0,-0.654089525
Rb.Au.Bi.I-cubic,Rb,Au,Bi,Rb.Au.Bi.I,4.288851,2.962998,3.101561,I,1,0,0.82,2.54,2.02,2.66,-2.2327,-5.7602,-4.5702,-7.0851,4.1771,9.2255,7.2855,10.4513,-2.2327,-5.7602,-4.5702,-7.0851,0.71,0.488,0.438,0.315,2.43,1.45,1.077,0.83,1.67,1.21,0.92,0.755,0,-0.746069825
Rb.Au.Ga.I-cubic,Rb,Au,Ga,Rb.Au.Ga.I,4.130969,2.936521,2.905511,I,1,0,0.82,2.54,1.81,2.66,-2.2327,-5.7602,-2.5791,-7.0851,4.1771,9.2255,5.9993,10.4513,-2.2327,-5.7602,-2.5791,-7.0851,0.71,0.488,0.17,0.315,2.43,1.45,0.935,0.83,1.67,1.21,0.76,0.755,0,-0.718180475
Rb.Au.In.I-cubic,Rb,Au,In,Rb.Au.In.I,4.213371,2.944261,3.014141,I,1,0,0.82,2.54,1.78,2.66,-2.2327,-5.7602,-2.5185,-7.0851,4.1771,9.2255,5.7864,10.4513,-2.2327,-5.7602,-2.5185,-7.0851,0.71,0.488,0.36,0.315,2.43,1.45,1.11,0.83,1.67,1.21,0.94,0.755,0,-0.757813585
Rb.Au.Sb.I-cubic,Rb,Au,Sb,Rb.Au.Sb.I,4.242798,2.959137,3.040808,I,1,0,0.82,2.54,2.05,2.66,-2.2327,-5.7602,-4.8276,-7.0851,4.1771,9.2255,8.6084,10.4513,-2.2327,-5.7602,-4.8276,-7.0851,0.71,0.488,0.335,0.315,2.43,1.45,0.935,0.83,1.67,1.21,0.83,0.755,0,-0.714037092
Rb.Cu.Al.I-cubic,Rb,Cu,Al,Rb.Cu.Al.I,4.036136,2.88356,2.824245,I,1,0,0.82,1.9,1.61,2.66,-2.2327,-4.6097,-2.7121,-7.0851,4.1771,7.7264,5.9858,10.4513,-2.2327,-4.6097,-2.7121,-7.0851,0.71,0.185,0,0.315,2.43,1.16,0.905,0.83,1.67,0.88,0.77,0.755,0,-0.78192584
Rb.Cu.As.I-cubic,Rb,Cu,As,Rb.Cu.As.I,4.071451,2.846385,2.911332,I,1,0,0.82,1.9,2.18,2.66,-2.2327,-4.6097,-5.1947,-7.0851,4.1771,7.7264,9.7886,10.4513,-2.2327,-4.6097,-5.1947,-7.0851,0.71,0.185,0.155,0.315,2.43,1.16,0.745,0.83,1.67,0.88,0.67,0.755,0,-0.65606585
Rb.Cu.Bi.I-cubic,Rb,Cu,Bi,Rb.Cu.Bi.I,4.213058,2.851828,3.103674,I,1,0,0.82,1.9,2.02,2.66,-2.2327,-4.6097,-4.5702,-7.0851,4.1771,7.7264,7.2855,10.4513,-2.2327,-4.6097,-4.5702,-7.0851,0.71,0.185,0.438,0.315,2.43,1.16,1.077,0.83,1.67,0.88,0.92,0.755,0.2673,-0.76054925
Rb.Cu.Ga.I-cubic,Rb,Cu,Ga,Rb.Cu.Ga.I,4.059534,2.839844,2.901041,I,1,0,0.82,1.9,1.81,2.66,-2.2327,-4.6097,-2.5791,-7.0851,4.1771,7.7264,5.9993,10.4513,-2.2327,-4.6097,-2.5791,-7.0851,0.71,0.185,0.17,0.315,2.43,1.16,0.935,0.83,1.67,0.88,0.76,0.755,0,-0.7204649
Rb.Cu.In.I-cubic,Rb,Cu,In,Rb.Cu.In.I,4.137146,2.845259,3.004466,I,1,0,0.82,1.9,1.78,2.66,-2.2327,-4.6097,-2.5185,-7.0851,4.1771,7.7264,5.7864,10.4513,-2.2327,-4.6097,-2.5185,-7.0851,0.71,0.185,0.36,0.315,2.43,1.16,1.11,0.83,1.67,0.88,0.94,0.755,0,-0.76697371
Rb.Cu.Sb.I-cubic,Rb,Cu,Sb,Rb.Cu.Sb.I,4.170837,2.849689,3.047114,I,1,0,0.82,1.9,2.05,2.66,-2.2327,-4.6097,-4.8276,-7.0851,4.1771,7.7264,8.6084,10.4513,-2.2327,-4.6097,-4.8276,-7.0851,0.71,0.185,0.335,0.315,2.43,1.16,0.935,0.83,1.67,0.88,0.83,0.755,0,-0.721801017
Rb.In.Al.I-cubic,Rb,In,Al,Rb.In.Al.I,4.305503,3.283421,2.795705,I,1,0,0.82,1.78,1.61,2.66,-2.2327,-2.5185,-2.7121,-7.0851,4.1771,5.7864,5.9858,10.4513,-2.2327,-2.5185,-2.7121,-7.0851,0.71,0.36,0,0.315,2.43,1.11,0.905,0.83,1.67,0.94,0.77,0.755,0.8605,-0.91338965
Rb.In.As.I-cubic,Rb,In,As,Rb.In.As.I,4.300445,3.176308,2.902354,I,1,0,0.82,1.78,2.18,2.66,-2.2327,-2.5185,-5.1947,-7.0851,4.1771,5.7864,9.7886,10.4513,-2.2327,-2.5185,-5.1947,-7.0851,0.71,0.36,0.155,0.315,2.43,1.11,0.745,0.83,1.67,0.94,0.67,0.755,0.1418,-0.77554006
Rb.In.Bi.I-cubic,Rb,In,Bi,Rb.In.Bi.I,4.477319,3.233524,3.097632,I,1,0,0.82,1.78,2.02,2.66,-2.2327,-2.5185,-4.5702,-7.0851,4.1771,5.7864,7.2855,10.4513,-2.2327,-2.5185,-4.5702,-7.0851,0.71,0.36,0.438,0.315,2.43,1.11,1.077,0.83,1.67,0.94,0.92,0.755,0.3498,-0.87123316
Rb.In.Ga.I-cubic,Rb,In,Ga,Rb.In.Ga.I,4.294695,2.970805,3.102102,I,1,0,0.82,1.78,1.81,2.66,-2.2327,-2.5185,-2.5791,-7.0851,4.1771,5.7864,5.9993,10.4513,-2.2327,-2.5185,-2.5791,-7.0851,0.71,0.36,0.17,0.315,2.43,1.11,0.935,0.83,1.67,0.94,0.76,0.755,0.1844,-0.86199011
Rb.In.In.I-cubic,Rb,In,In,Rb.In.In.I,4.377236,3.094167,3.094167,I,1,0,0.82,1.78,1.78,2.66,-2.2327,-2.5185,-2.5185,-7.0851,4.1771,5.7864,5.7864,10.4513,-2.2327,-2.5185,-2.5185,-7.0851,0.71,0.36,0.36,0.315,2.43,1.11,1.11,0.83,1.67,0.94,0.94,0.755,0,-0.87965922
Rb.In.Sb.I-cubic,Rb,In,Sb,Rb.In.Sb.I,4.424412,3.214427,3.04144,I,1,0,0.82,1.78,2.05,2.66,-2.2327,-2.5185,-4.8276,-7.0851,4.1771,5.7864,8.6084,10.4513,-2.2327,-2.5185,-4.8276,-7.0851,0.71,0.36,0.335,0.315,2.43,1.11,0.935,0.83,1.67,0.94,0.83,0.755,0.2129,-0.833800327
Rb.Tl.Al.I-cubic,Rb,Tl,Al,Rb.Tl.Al.I,4.338461,3.338314,2.784696,I,1,0,0.82,2.04,1.61,2.66,-2.2327,-2.37,-2.7121,-7.0851,4.1771,6.1082,5.9858,10.4513,-2.2327,-2.37,-2.7121,-7.0851,0.71,0.463,0,0.315,2.43,1.22,0.905,0.83,1.67,1.015,0.77,0.755,1.3442,-0.941398705
Rb.Tl.As.I-cubic,Rb,Tl,As,Rb.Tl.As.I,4.36712,3.286036,2.88344,I,1,0,0.82,2.04,2.18,2.66,-2.2327,-2.37,-5.1947,-7.0851,4.1771,6.1082,9.7886,10.4513,-2.2327,-2.37,-5.1947,-7.0851,0.71,0.463,0.155,0.315,2.43,1.22,0.745,0.83,1.67,1.015,0.67,0.755,0.4124,-0.787352215
Rb.Tl.Bi.I-cubic,Rb,Tl,Bi,Rb.Tl.Bi.I,4.528096,3.316266,3.085347,I,1,0,0.82,2.04,2.02,2.66,-2.2327,-2.37,-4.5702,-7.0851,4.1771,6.1082,7.2855,10.4513,-2.2327,-2.37,-4.5702,-7.0851,0.71,0.463,0.438,0.315,2.43,1.22,1.077,0.83,1.67,1.015,0.92,0.755,0.2375,-0.891902615
Rb.Tl.Ga.I-cubic,Rb,Tl,Ga,Rb.Tl.Ga.I,4.343279,3.304313,2.828801,I,1,0,0.82,2.04,1.81,2.66,-2.2327,-2.37,-2.5791,-7.0851,4.1771,6.1082,5.9993,10.4513,-2.2327,-2.37,-2.5791,-7.0851,0.71,0.463,0.17,0.315,2.43,1.22,0.935,0.83,1.67,1.015,0.76,0.755,0.449,-0.849156765
Rb.Tl.In.I-cubic,Rb,Tl,In,Rb.Tl.In.I,4.436077,3.317141,2.951077,I,1,0,0.82,2.04,1.78,2.66,-2.2327,-2.37,-2.5185,-7.0851,4.1771,6.1082,5.7864,10.4513,-2.2327,-2.37,-2.5185,-7.0851,0.71,0.463,0.36,0.315,2.43,1.22,1.11,0.83,1.67,1.015,0.94,0.755,0.7552,-0.899124475
Rb.Tl.Sb.I-cubic,Rb,Tl,Sb,Rb.Tl.Sb.I,4.481167,3.307933,3.026264,I,1,0,0.82,2.04,2.05,2.66,-2.2327,-2.37,-4.8276,-7.0851,4.1771,6.1082,8.6084,10.4513,-2.2327,-2.37,-4.8276,-7.0851,0.71,0.463,0.335,0.315,2.43,1.22,0.935,0.83,1.67,1.015,0.83,0.755,0.3028,-0.851161082
Cs.Ag.Al.Br-ortho,Cs,Ag,Al,Cs.Ag.Al.Br,3.871273,2.913374,2.555577,Br,0,1,0.79,1.93,1.61,2.96,-2.0862,-4.4045,-2.7121,-7.8591,3.8939,7.5762,5.9858,11.8138,-2.0862,-4.4045,-2.7121,-7.8591,0,0.385,0,0.143,2.6,1.33,0.905,0.62,1.71,1.045,0.77,0.58,1.0258,-1.24055537
