id,a_atom,b1_atom,b2_atom,composition,distance_a,distance_b1,distance_b2,x_atom,cubic,ortho,eleneg_a,eleneg_b1,eleneg_b2,eleneg_x,hoe_a,hoe_b1,hoe_b2,hoe_x,ionenergy_a,ionenergy_b1,ionenergy_b2,ionenergy_x,luep_a,luep_b1,luep_b2,luep_x,rd_a,rd_b1,rd_b2,rd_x,rp_a,rp_b1,rp_b2,rp_x,rs_a,rs_b1,rs_b2,rs_x,ind_gap,heat_of_formation
Cs.Ag.Al.Br-cubic,Cs,Ag,Al,Cs.Ag.Al.Br,3.870604,2.91257,2.555464,Br,1,0,0.79,1.93,1.61,2.96,-2.0862,-4.4045,-2.7121,-7.8591,3.8939,7.5762,5.9858,11.8138,-2.0862,-4.4045,-2.7121,-7.8591,0,0.385,0,0.143,2.6,1.33,0.905,0.62,1.71,1.045,0.77,0.58,1.0274,-1.24055807
Cs.Ag.As.Br-cubic,Cs,Ag,As,Cs.Ag.As.Br,3.925597,2.85824,2.69215,Br,1,0,0.79,1.93,2.18,2.96,-2.0862,-4.4045,-5.1947,-7.8591,3.8939,7.5762,9.7886,11.8138,-2.0862,-4.4045,-5.1947,-7.8591,0,0.385,0.155,0.143,2.6,1.33,0.745,0.62,1.71,1.045,0.67,0.58,0.781,-1.01283278
Cs.Ag.Bi.Br-cubic,Cs,Ag,Bi,Cs.Ag.Bi.Br,4.059806,2.856817,2.884582,Br,1,0,0.79,1.93,2.02,2.96,-2.0862,-4.4045,-4.5702,-7.8591,3.8939,7.5762,7.2855,11.8138,-2.0862,-4.4045,-4.5702,-7.8591,0,0.385,0.438,0.143,2.6,1.33,1.077,0.62,1.71,1.045,0.92,0.58,1.1399,-1.14508968
Cs.Ag.Ga.Br-cubic,Cs,Ag,Ga,Cs.Ag.Ga.Br,3.88714,2.881822,2.612114,Br,1,0,0.79,1.93,1.81,2.96,-2.0862,-4.4045,-2.5791,-7.8591,3.8939,7.5762,5.9993,11.8138,-2.0862,-4.4045,-2.5791,-7.8591,0,0.385,0.17,0.143,2.6,1.33,0.935,0.62,1.71,1.045,0.76,0.58,0,-1.11253953
Cs.Ag.In.Br-cubic,Cs,Ag,In,Cs.Ag.In.Br,3.966402,2.870028,2.738541,Br,1,0,0.79,1.93,1.78,2.96,-2.0862,-4.4045,-2.5185,-7.8591,3.8939,7.5762,5.7864,11.8138,-2.0862,-4.4045,-2.5185,-7.8591,0,0.385,0.36,0.143,2.6,1.33,1.11,0.62,1.71,1.045,0.94,0.58,0.1818,-1.16285904
Cs.Ag.Sb.Br-cubic,Cs,Ag,Sb,Cs.Ag.Sb.Br,4.021007,2.858864,2.827656,Br,1,0,0.79,1.93,2.05,2.96,-2.0862,-4.4045,-4.8276,-7.8591,3.8939,7.5762,8.6084,11.8138,-2.0862,-4.4045,-4.8276,-7.8591,0,0.385,0.335,0.143,2.6,1.33,0.935,0.62,1.71,1.045,0.83,0.58,0.8519,-1.097396247
Cs.Au.Al.Br-cubic,Cs,Au,Al,Cs.Au.Al.Br,3.863543,2.891591,2.567475,Br,1,0,0.79,2.54,1.61,2.96,-2.0862,-5.7602,-2.7121,-7.8591,3.8939,9.2255,5.9858,11.8138,-2.0862,-5.7602,-2.7121,-7.8591,0,0.488,0,0.143,2.6,1.45,0.905,0.62,1.71,1.21,0.77,0.58,0,-1.12368817
Cs.Au.As.Br-cubic,Cs,Au,As,Cs.Au.As.Br,3.909,2.819737,2.707858,Br,1,0,0.79,2.54,2.18,2.96,-2.0862,-5.7602,-5.1947,-7.8591,3.8939,9.2255,9.7886,11.8138,-2.0862,-5.7602,-5.1947,-7.8591,0,0.488,0.155,0.143,2.6,1.45,0.745,0.62,1.71,1.21,0.67,0.58,0,-0.92291908
Cs.Au.Bi.Br-cubic,Cs,Au,Bi,Cs.Au.Bi.Br,4.045912,2.825388,2.896176,Br,1,0,0.79,2.54,2.02,2.96,-2.0862,-5.7602,-4.5702,-7.8591,3.8939,9.2255,7.2855,11.8138,-2.0862,-5.7602,-4.5702,-7.8591,0,0.488,0.438,0.143,2.6,1.45,1.077,0.62,1.71,1.21,0.92,0.58,0.1284,-1.04396848
Cs.Au.Ga.Br-cubic,Cs,Au,Ga,Cs.Au.Ga.Br,3.87146,2.818532,2.655323,Br,1,0,0.79,2.54,1.81,2.96,-2.0862,-5.7602,-2.5791,-7.8591,3.8939,9.2255,5.9993,11.8138,-2.0862,-5.7602,-2.5791,-7.8591,0,0.488,0.17,0.143,2.6,1.45,0.935,0.62,1.71,1.21,0.76,0.58,0,-1.01776063
Cs.Au.In.Br-cubic,Cs,Au,In,Cs.Au.In.Br,3.954795,2.821418,2.771396,Br,1,0,0.79,2.54,1.78,2.96,-2.0862,-5.7602,-2.5185,-7.8591,3.8939,9.2255,5.7864,11.8138,-2.0862,-5.7602,-2.5185,-7.8591,0,0.488,0.36,0.143,2.6,1.45,1.11,0.62,1.71,1.21,0.94,0.58,0,-1.06243054
Cs.Au.Sb.Br-cubic,Cs,Au,Sb,Cs.Au.Sb.Br,4.004887,2.828359,2.835405,Br,1,0,0.79,2.54,2.05,2.96,-2.0862,-5.7602,-4.8276,-7.8591,3.8939,9.2255,8.6084,11.8138,-2.0862,-5.7602,-4.8276,-7.8591,0,0.488,0.335,0.143,2.6,1.45,0.935,0.62,1.71,1.21,0.83,0.58,0,-1.002226847
Cs.Cu.Al.Br-cubic,Cs,Cu,Al,Cs.Cu.Al.Br,3.772828,2.758005,2.576029,Br,1,0,0.79,1.9,1.61,2.96,-2.0862,-4.6097,-2.7121,-7.8591,3.8939,7.7264,5.9858,11.8138,-2.0862,-4.6097,-2.7121,-7.8591,0,0.185,0,0.143,2.6,1.16,0.905,0.62,1.71,0.88,0.77,0.58,0,-1.166497295
Cs.Cu.As.Br-cubic,Cs,Cu,As,Cs.Cu.As.Br,3.822782,2.687772,2.718414,Br,1,0,0.79,1.9,2.18,2.96,-2.0862,-4.6097,-5.1947,-7.8591,3.8939,7.7264,9.7886,11.8138,-2.0862,-4.6097,-5.1947,-7.8591,0,0.185,0.155,0.143,2.6,1.16,0.745,0.62,1.71,0.88,0.67,0.58,0.2252,-0.959211105
Cs.Cu.Bi.Br-cubic,Cs,Cu,Bi,Cs.Cu.Bi.Br,3.950572,2.680961,2.90377,Br,1,0,0.79,1.9,2.02,2.96,-2.0862,-4.6097,-4.5702,-7.8591,3.8939,7.7264,7.2855,11.8138,-2.0862,-4.6097,-4.5702,-7.8591,0,0.185,0.438,0.143,2.6,1.16,1.077,0.62,1.71,0.88,0.92,0.58,0.5649,-1.093462005
Cs.Cu.Ga.Br-cubic,Cs,Cu,Ga,Cs.Cu.Ga.Br,3.789517,2.697698,2.661427,Br,1,0,0.79,1.9,1.81,2.96,-2.0862,-4.6097,-2.5791,-7.8591,3.8939,7.7264,5.9993,11.8138,-2.0862,-4.6097,-2.5791,-7.8591,0,0.185,0.17,0.143,2.6,1.16,0.935,0.62,1.71,0.88,0.76,0.58,0,-1.057289155
Cs.Cu.In.Br-cubic,Cs,Cu,In,Cs.Cu.In.Br,3.864192,2.68563,2.778765,Br,1,0,0.79,1.9,1.78,2.96,-2.0862,-4.6097,-2.5185,-7.8591,3.8939,7.7264,5.7864,11.8138,-2.0862,-4.6097,-2.5185,-7.8591,0,0.185,0.36,0.143,2.6,1.16,1.11,0.62,1.71,0.88,0.94,0.58,0,-1.109614665
Cs.Cu.Sb.Br-cubic,Cs,Cu,Sb,Cs.Cu.Sb.Br,3.913561,2.683975,2.8494,Br,1,0,0.79,1.9,2.05,2.96,-2.0862,-4.6097,-4.8276,-7.8591,3.8939,7.7264,8.6084,11.8138,-2.0862,-4.6097,-4.8276,-7.8591,0,0.185,0.335,0.143,2.6,1.16,0.935,0.62,1.71,0.88,0.83,0.58,0.3254,-1.045705172
Cs.In.Al.Br-cubic,Cs,In,Al,Cs.In.Al.Br,4.051692,3.167608,2.545435,Br,1,0,0.79,1.78,1.61,2.96,-2.0862,-2.5185,-2.7121,-7.8591,3.8939,5.7864,5.9858,11.8138,-2.0862,-2.5185,-2.7121,-7.8591,0,0.36,0,0.143,2.6,1.11,0.905,0.62,1.71,0.94,0.77,0.58,1.9981,-1.325690505
Cs.In.As.Br-cubic,Cs,In,As,Cs.In.As.Br,4.070132,3.053667,2.696837,Br,1,0,0.79,1.78,2.18,2.96,-2.0862,-2.5185,-5.1947,-7.8591,3.8939,5.7864,9.7886,11.8138,-2.0862,-2.5185,-5.1947,-7.8591,0,0.36,0.155,0.143,2.6,1.11,0.745,0.62,1.71,0.94,0.67,0.58,0.1267,-1.095792715
Cs.In.Bi.Br-cubic,Cs,In,Bi,Cs.In.Bi.Br,4.235846,3.099796,2.888736,Br,1,0,0.79,1.78,2.02,2.96,-2.0862,-2.5185,-4.5702,-7.8591,3.8939,5.7864,7.2855,11.8138,-2.0862,-2.5185,-4.5702,-7.8591,0,0.36,0.438,0.143,2.6,1.11,1.077,0.62,1.71,0.94,0.92,0.58,0.0181,-1.214388415
Cs.In.Ga.Br-cubic,Cs,In,Ga,Cs.In.Ga.Br,4.051162,2.735506,2.990856,Br,1,0,0.79,1.78,1.81,2.96,-2.0862,-2.5185,-2.5791,-7.8591,3.8939,5.7864,5.9993,11.8138,-2.0862,-2.5185,-2.5791,-7.8591,0,0.36,0.17,0.143,2.6,1.11,0.935,0.62,1.71,0.94,0.76,0.58,1.016,-1.221824565
Cs.In.In.Br-cubic,Cs,In,In,Cs.In.In.Br,4.136727,2.922219,2.922219,Br,1,0,0.79,1.78,1.78,2.96,-2.0862,-2.5185,-2.5185,-7.8591,3.8939,5.7864,5.7864,11.8138,-2.0862,-2.5185,-2.5185,-7.8591,0,0.36,0.36,0.143,2.6,1.11,1.11,0.62,1.71,0.94,0.94,0.58,0.8082,-1.240542875
Cs.In.Sb.Br-cubic,Cs,In,Sb,Cs.In.Sb.Br,4.184812,3.082901,2.832672,Br,1,0,0.79,1.78,2.05,2.96,-2.0862,-2.5185,-4.8276,-7.8591,3.8939,5.7864,8.6084,11.8138,-2.0862,-2.5185,-4.8276,-7.8591,0,0.36,0.335,0.143,2.6,1.11,0.935,0.62,1.71,0.94,0.83,0.58,0.087,-1.169661782
Cs.Tl.Al.Br-cubic,Cs,Tl,Al,Cs.Tl.Al.Br,4.081212,3.213813,2.53808,Br,1,0,0.79,2.04,1.61,2.96,-2.0862,-2.37,-2.7121,-7.8591,3.8939,6.1082,5.9858,11.8138,-2.0862,-2.37,-2.7121,-7.8591,0,0.463,0,0.143,2.6,1.22,0.905,0.62,1.71,1.015,0.77,0.58,2.6282,-1.36037836
Cs.Tl.As.Br-cubic,Cs,Tl,As,Cs.Tl.As.Br,4.128341,3.151148,2.677598,Br,1,0,0.79,2.04,2.18,2.96,-2.0862,-2.37,-5.1947,-7.8591,3.8939,6.1082,9.7886,11.8138,-2.0862,-2.37,-5.1947,-7.8591,0,0.463,0.155,0.143,2.6,1.22,0.745,0.62,1.71,1.015,0.67,0.58,0.8269,-1.11457837
Cs.Tl.Bi.Br-cubic,Cs,Tl,Bi,Cs.Tl.Bi.Br,4.275998,3.167167,2.876514,Br,1,0,0.79,2.04,2.02,2.96,-2.0862,-2.37,-4.5702,-7.8591,3.8939,6.1082,7.2855,11.8138,-2.0862,-2.37,-4.5702,-7.8591,0,0.463,0.438,0.143,2.6,1.22,1.077,0.62,1.71,1.015,0.92,0.58,0.6537,-1.24036537
Cs.Tl.Ga.Br-cubic,Cs,Tl,Ga,Cs.Tl.Ga.Br,4.088244,3.179646,2.586787,Br,1,0,0.79,2.04,1.81,2.96,-2.0862,-2.37,-2.5791,-7.8591,3.8939,6.1082,5.9993,11.8138,-2.0862,-2.37,-2.5791,-7.8591,0,0.463,0.17,0.143,2.6,1.22,0.935,0.62,1.71,1.015,0.76,0.58,1.4557,-1.22460492
Cs.Tl.In.Br-cubic,Cs,Tl,In,Cs.Tl.In.Br,4.177524,3.177847,2.721235,Br,1,0,0.79,2.04,1.78,2.96,-2.0862,-2.37,-2.5185,-7.8591,3.8939,6.1082,5.7864,11.8138,-2.0862,-2.37,-2.5185,-7.8591,0,0.463,0.36,0.143,2.6,1.22,1.11,0.62,1.71,1.015,0.94,0.58,1.6335,-1.26826333
Cs.Tl.Sb.Br-cubic,Cs,Tl,Sb,Cs.Tl.Sb.Br,4.237451,3.166979,2.820677,Br,1,0,0.79,2.04,2.05,2.96,-2.0862,-2.37,-4.8276,-7.8591,3.8939,6.1082,8.6084,11.8138,-2.0862,-2.37,-4.8276,-7.8591,0,0.463,0.335,0.143,2.6,1.22,0.935,0.62,1.71,1.015,0.83,0.58,0.6989,-1.193051637
K.Ag.Al.Br-cubic,K,Ag,Al,K.Ag.Al.Br,3.805083,2.842846,2.533918,Br,1,0,0.82,1.93,1.61,2.96,-2.319,-4.4045,-2.7121,-7.8591,4.3407,7.5762,5.9858,11.8138,-2.319,-4.4045,-2.7121,-7.8591,0.37,0.385,0,0.143,2.15,1.33,0.905,0.62,1.54,1.045,0.77,0.58,1.0488,-1.17548865
K.Ag.As.Br-cubic,K,Ag,As,K.Ag.As.Br,3.872065,2.804309,2.670804,Br,1,0,0.82,1.93,2.18,2.96,-2.319,-4.4045,-5.1947,-7.8591,4.3407,7.5762,9.7886,11.8138,-2.319,-4.4045,-5.1947,-7.8591,0.37,0.385,0.155,0.143,2.15,1.33,0.745,0.62,1.54,1.045,0.67,0.58,0.7009,-0.93781856
K.Ag.Bi.Br-cubic,K,Ag,Bi,K.Ag.Bi.Br,4.020306,2.81784,2.867622,Br,1,0,0.82,1.93,2.02,2.96,-2.319,-4.4045,-4.5702,-7.8591,4.3407,7.5762,7.2855,11.8138,-2.319,-4.4045,-4.5702,-7.8591,0.37,0.385,0.438,0.143,2.15,1.33,1.077,0.62,1.54,1.045,0.92,0.58,1.1002,-1.05289026
K.Ag.Ga.Br-cubic,K,Ag,Ga,K.Ag.Ga.Br,3.823474,2.818208,2.586518,Br,1,0,0.82,1.93,1.81,2.96,-2.319,-4.4045,-2.5791,-7.8591,4.3407,7.5762,5.9993,11.8138,-2.319,-4.4045,-2.5791,-7.8591,0.37,0.385,0.17,0.143,2.15,1.33,0.935,0.62,1.54,1.045,0.76,0.58,0,-1.04469821
K.Ag.In.Br-cubic,K,Ag,In,K.Ag.In.Br,3.914824,2.81975,2.716162,Br,1,0,0.82,1.93,1.78,2.96,-2.319,-4.4045,-2.5185,-7.8591,4.3407,7.5762,5.7864,11.8138,-2.319,-4.4045,-2.5185,-7.8591,0.37,0.385,0.36,0.143,2.15,1.33,1.11,0.62,1.54,1.045,0.94,0.58,0.131,-1.08242902
K.Ag.Sb.Br-cubic,K,Ag,Sb,K.Ag.Sb.Br,3.977306,2.815383,2.809376,Br,1,0,0.82,1.93,2.05,2.96,-2.319,-4.4045,-4.8276,-7.8591,4.3407,7.5762,8.6084,11.8138,-2.319,-4.4045,-4.8276,-7.8591,0.37,0.385,0.335,0.143,2.15,1.33,0.935,0.62,1.54,1.045,0.83,0.58,0.7905,-1.009351227
K.Au.Al.Br-cubic,K,Au,Al,K.Au.Al.Br,3.805574,2.831883,2.546219,Br,1,0,0.82,2.54,1.61,2.96,-2.319,-5.7602,-2.7121,-7.8591,4.3407,9.2255,5.9858,11.8138,-2.319,-5.7602,-2.7121,-7.8591,0.37,0.488,0,0.143,2.15,1.45,0.905,0.62,1.54,1.21,0.77,0.58,0,-1.05859425
K.Au.As.Br-cubic,K,Au,As,K.Au.As.Br,3.858166,2.774789,2.681079,Br,1,0,0.82,2.54,2.18,2.96,-2.319,-5.7602,-5.1947,-7.8591,4.3407,9.2255,9.7886,11.8138,-2.319,-5.7602,-5.1947,-7.8591,0.37,0.488,0.155,0.143,2.15,1.45,0.745,0.62,1.54,1.21,0.67,0.58,0,-0.84996006
K.Au.Bi.Br-cubic,K,Au,Bi,K.Au.Bi.Br,4.010312,2.793437,2.877687,Br,1,0,0.82,2.54,2.02,2.96,-2.319,-5.7602,-4.5702,-7.8591,4.3407,9.2255,7.2855,11.8138,-2.319,-5.7602,-4.5702,-7.8591,0.37,0.488,0.438,0.143,2.15,1.45,1.077,0.62,1.54,1.21,0.92,0.58,0.0912,-0.95272066
K.Au.Ga.Br-cubic,K,Au,Ga,K.Au.Ga.Br,3.818263,2.772163,2.626697,Br,1,0,0.82,2.54,1.81,2.96,-2.319,-5.7602,-2.5791,-7.8591,4.3407,9.2255,5.9993,11.8138,-2.319,-5.7602,-2.5791,-7.8591,0.37,0.488,0.17,0.143,2.15,1.45,0.935,0.62,1.54,1.21,0.76,0.58,0,-0.95100471
K.Au.In.Br-cubic,K,Au,In,K.Au.In.Br,3.911401,2.783473,2.748027,Br,1,0,0.82,2.54,1.78,2.96,-2.319,-5.7602,-2.5185,-7.8591,4.3407,9.2255,5.7864,11.8138,-2.319,-5.7602,-2.5185,-7.8591,0.37,0.488,0.36,0.143,2.15,1.45,1.11,0.62,1.54,1.21,0.94,0.58,0,-0.98263062
K.Au.Sb.Br-cubic,K,Au,Sb,K.Au.Sb.Br,3.965025,2.792021,2.815347,Br,1,0,0.82,2.54,2.05,2.96,-2.319,-5.7602,-4.8276,-7.8591,4.3407,9.2255,8.6084,11.8138,-2.319,-5.7602,-4.8276,-7.8591,0.37,0.488,0.335,0.143,2.15,1.45,0.935,0.62,1.54,1.21,0.83,0.58,0,-0.915576027
K.Cu.Al.Br-cubic,K,Cu,Al,K.Cu.Al.Br,3.696529,2.679202,2.547652,Br,1,0,0.82,1.9,1.61,2.96,-2.319,-4.6097,-2.7121,-7.8591,4.3407,7.7264,5.9858,11.8138,-2.319,-4.6097,-2.7121,-7.8591,0.37,0.185,0,0.143,2.15,1.16,0.905,0.62,1.54,0.88,0.77,0.58,0,-1.121526975
K.Cu.As.Br-cubic,K,Cu,As,K.Cu.As.Br,3.760441,2.632259,2.685673,Br,1,0,0.82,1.9,2.18,2.96,-2.319,-4.6097,-5.1947,-7.8591,4.3407,7.7264,9.7886,11.8138,-2.319,-4.6097,-5.1947,-7.8591,0.37,0.185,0.155,0.143,2.15,1.16,0.745,0.62,1.54,0.88,0.67,0.58,0.1748,-0.901987585
K.Cu.Bi.Br-cubic,K,Cu,Bi,K.Cu.Bi.Br,3.904242,2.639715,2.879122,Br,1,0,0.82,1.9,2.02,2.96,-2.319,-4.6097,-4.5702,-7.8591,4.3407,7.7264,7.2855,11.8138,-2.319,-4.6097,-4.5702,-7.8591,0.37,0.185,0.438,0.143,2.15,1.16,1.077,0.62,1.54,0.88,0.92,0.58,0.5536,-1.014436285
K.Cu.Ga.Br-cubic,K,Cu,Ga,K.Cu.Ga.Br,3.72626,2.64412,2.625592,Br,1,0,0.82,1.9,1.81,2.96,-2.319,-4.6097,-2.5791,-7.8591,4.3407,7.7264,5.9993,11.8138,-2.319,-4.6097,-2.5791,-7.8591,0.37,0.185,0.17,0.143,2.15,1.16,0.935,0.62,1.54,0.88,0.76,0.58,0,-1.007841435
K.Cu.In.Br-cubic,K,Cu,In,K.Cu.In.Br,3.808998,2.639585,2.74662,Br,1,0,0.82,1.9,1.78,2.96,-2.319,-4.6097,-2.5185,-7.8591,4.3407,7.7264,5.7864,11.8138,-2.319,-4.6097,-2.5185,-7.8591,0.37,0.185,0.36,0.143,2.15,1.16,1.11,0.62,1.54,0.88,0.94,0.58,0,-1.044343445
K.Cu.Sb.Br-cubic,K,Cu,Sb,K.Cu.Sb.Br,3.862946,2.639003,2.822487,Br,1,0,0.82,1.9,2.05,2.96,-2.319,-4.6097,-4.8276,-7.8591,4.3407,7.7264,8.6084,11.8138,-2.319,-4.6097,-4.8276,-7.8591,0.37,0.185,0.335,0.143,2.15,1.16,0.935,0.62,1.54,0.88,0.83,0.58,0.2896,-0.972103152
K.In.Al.Br-cubic,K,In,Al,K.In.Al.Br,3.997925,3.105683,2.533754,Br,1,0,0.82,1.78,1.61,2.96,-2.319,-2.5185,-2.7121,-7.8591,4.3407,5.7864,5.9858,11.8138,-2.319,-2.5185,-2.7121,-7.8591,0.37,0.36,0,0.143,2.15,1.11,0.905,0.62,1.54,0.94,0.77,0.58,1.8402,-1.235024085
K.In.As.Br-cubic,K,In,As,K.In.As.Br,4.013651,2.985685,2.686532,Br,1,0,0.82,1.78,2.18,2.96,-2.319,-2.5185,-5.1947,-7.8591,4.3407,5.7864,9.7886,11.8138,-2.319,-2.5185,-5.1947,-7.8591,0.37,0.36,0.155,0.143,2.15,1.11,0.745,0.62,1.54,0.94,0.67,0.58,0.1191,-1.002699795
K.In.Bi.Br-cubic,K,In,Bi,K.In.Bi.Br,4.196376,3.051935,2.881411,Br,1,0,0.82,1.78,2.02,2.96,-2.319,-2.5185,-4.5702,-7.8591,4.3407,5.7864,7.2855,11.8138,-2.319,-2.5185,-4.5702,-7.8591,0.37,0.36,0.438,0.143,2.15,1.11,1.077,0.62,1.54,0.94,0.92,0.58,0.1729,-1.107317995
K.In.Ga.Br-cubic,K,In,Ga,K.In.Ga.Br,3.993275,2.724354,2.921273,Br,1,0,0.82,1.78,1.81,2.96,-2.319,-2.5185,-2.5791,-7.8591,4.3407,5.7864,5.9993,11.8138,-2.319,-2.5185,-2.5791,-7.8591,0.37,0.36,0.17,0.143,2.15,1.11,0.935,0.62,1.54,0.94,0.76,0.58,0.793,-1.131587345
K.In.In.Br-cubic,K,In,In,K.In.In.Br,4.090502,2.890193,2.890193,Br,1,0,0.82,1.78,1.78,2.96,-2.319,-2.5185,-2.5185,-7.8591,4.3407,5.7864,5.7864,11.8138,-2.319,-2.5185,-2.5185,-7.8591,0.37,0.36,0.36,0.143,2.15,1.11,1.11,0.62,1.54,0.94,0.94,0.58,0.6186,-1.141480155
K.In.Sb.Br-cubic,K,In,Sb,K.In.Sb.Br,4.146402,3.03831,2.823622,Br,1,0,0.82,1.78,2.05,2.96,-2.319,-2.5185,-4.8276,-7.8591,4.3407,5.7864,8.6084,11.8138,-2.319,-2.5185,-4.8276,-7.8591,0.37,0.36,0.335,0.143,2.15,1.11,0.935,0.62,1.54,0.94,0.83,0.58,0.0877,-1.065980862
K.Tl.Al.Br-cubic,K,Tl,Al,K.Tl.Al.Br,4.023726,3.147653,2.525736,Br,1,0,0.82,2.04,1.61,2.96,-2.319,-2.37,-2.7121,-7.8591,4.3407,6.1082,5.9858,11.8138,-2.319,-2.37,-2.7121,-7.8591,0.37,0.463,0,0.143,2.15,1.22,0.905,0.62,1.54,1.015,0.77,0.58,2.5609,-1.26694424
K.Tl.As.Br-cubic,K,Tl,As,K.Tl.As.Br,4.081009,3.097496,2.665845,Br,1,0,0.82,2.04,2.18,2.96,-2.319,-2.37,-5.1947,-7.8591,4.3407,6.1082,9.7886,11.8138,-2.319,-2.37,-5.1947,-7.8591,0.37,0.463,0.155,0.143,2.15,1.22,0.745,0.62,1.54,1.015,0.67,0.58,0.6552,-1.01561165
K.Tl.Bi.Br-cubic,K,Tl,Bi,K.Tl.Bi.Br,4.245801,3.133638,2.86789,Br,1,0,0.82,2.04,2.02,2.96,-2.319,-2.37,-4.5702,-7.8591,4.3407,6.1082,7.2855,11.8138,-2.319,-2.37,-4.5702,-7.8591,0.37,0.463,0.438,0.143,2.15,1.22,1.077,0.62,1.54,1.015,0.92,0.58,0.5501,-1.13025095
K.Tl.Ga.Br-cubic,K,Tl,Ga,K.Tl.Ga.Br,4.036053,3.120586,2.574163,Br,1,0,0.82,2.04,1.81,2.96,-2.319,-2.37,-2.5791,-7.8591,4.3407,6.1082,5.9993,11.8138,-2.319,-2.37,-2.5791,-7.8591,0.37,0.463,0.17,0.143,2.15,1.22,0.935,0.62,1.54,1.015,0.76,0.58,1.334,-1.1302742
K.Tl.In.Br-cubic,K,Tl,In,K.Tl.In.Br,4.135577,3.13071,2.71032,Br,1,0,0.82,2.04,1.78,2.96,-2.319,-2.37,-2.5185,-7.8591,4.3407,6.1082,5.7864,11.8138,-2.319,-2.37,-2.5185,-7.8591,0.37,0.463,0.36,0.143,2.15,1.22,1.11,0.62,1.54,1.015,0.94,0.58,1.5368,-1.16567681
K.Tl.Sb.Br-cubic,K,Tl,Sb,K.Tl.Sb.Br,4.195272,3.120547,2.808355,Br,1,0,0.82,2.04,2.05,2.96,-2.319,-2.37,-4.8276,-7.8591,4.3407,6.1082,8.6084,11.8138,-2.319,-2.37,-4.8276,-7.8591,0.37,0.463,0.335,0.143,2.15,1.22,0.935,0.62,1.54,1.015,0.83,0.58,0.5557,-1.085567417
Rb.Ag.Al.Br-cubic,Rb,Ag,Al,Rb.Ag.Al.Br,3.831807,2.871948,2.542021,Br,1,0,0.82,1.93,1.61,2.96,-2.2327,-4.4045,-2.7121,-7.8591,4.1771,7.5762,5.9858,11.8138,-2.2327,-4.4045,-2.7121,-7.8591,0.71,0.385,0,0.143,2.43,1.33,0.905,0.62,1.67,1.045,0.77,0.58,1.045,-1.20622599
Rb.Ag.As.Br-cubic,Rb,Ag,As,Rb.Ag.As.Br,3.89047,2.823144,2.677852,Br,1,0,0.82,1.93,2.18,2.96,-2.2327,-4.4045,-5.1947,-7.8591,4.1771,7.5762,9.7886,11.8138,-2.2327,-4.4045,-5.1947,-7.8591,0.71,0.385,0.155,0.143,2.43,1.33,0.745,0.62,1.67,1.045,0.67,0.58,0.7293,-0.9724668
Rb.Ag.Bi.Br-cubic,Rb,Ag,Bi,Rb.Ag.Bi.Br,4.035099,2.832654,2.873763,Br,1,0,0.82,1.93,2.02,2.96,-2.2327,-4.4045,-4.5702,-7.8591,4.1771,7.5762,7.2855,11.8138,-2.2327,-4.4045,-4.5702,-7.8591,0.71,0.385,0.438,0.143,2.43,1.33,1.077,0.62,1.67,1.045,0.92,0.58,1.1156,-1.0942299
Rb.Ag.Ga.Br-cubic,Rb,Ag,Ga,Rb.Ag.Ga.Br,3.845611,2.839942,2.595832,Br,1,0,0.82,1.93,1.81,2.96,-2.2327,-4.4045,-2.5791,-7.8591,4.1771,7.5762,5.9993,11.8138,-2.2327,-4.4045,-2.5791,-7.8591,0.71,0.385,0.17,0.143,2.43,1.33,0.935,0.62,1.67,1.045,0.76,0.58,0,-1.07654755
Rb.Ag.In.Br-cubic,Rb,Ag,In,Rb.Ag.In.Br,3.934065,2.838566,2.724457,Br,1,0,0.82,1.93,1.78,2.96,-2.2327,-4.4045,-2.5185,-7.8591,4.1771,7.5762,5.7864,11.8138,-2.2327,-4.4045,-2.5185,-7.8591,0.71,0.385,0.36,0.143,2.43,1.33,1.11,0.62,1.67,1.045,0.94,0.58,0.1505,-1.11924146
Rb.Ag.Sb.Br-cubic,Rb,Ag,Sb,Rb.Ag.Sb.Br,3.994102,2.831843,2.81666,Br,1,0,0.82,1.93,2.05,2.96,-2.2327,-4.4045,-4.8276,-7.8591,4.1771,7.5762,8.6084,11.8138,-2.2327,-4.4045,-4.8276,-7.8591,0.71,0.385,0.335,0.143,2.43,1.33,0.935,0.62,1.67,1.045,0.83,0.58,0.8142,-1.049092367
Rb.Au.Al.Br-cubic,Rb,Au,Al,Rb.Au.Al.Br,3.826858,2.852786,2.555114,Br,1,0,0.82,2.54,1.61,2.96,-2.2327,-5.7602,-2.7121,-7.8591,4.1771,9.2255,5.9858,11.8138,-2.2327,-5.7602,-2.7121,-7.8591,0.71,0.488,0,0.143,2.43,1.45,0.905,0.62,1.67,1.21,0.77,0.58,0,-1.08946679
Rb.Au.As.Br-cubic,Rb,Au,As,Rb.Au.As.Br,3.876498,2.791103,2.690633,Br,1,0,0.82,2.54,2.18,2.96,-2.2327,-5.7602,-5.1947,-7.8591,4.1771,9.2255,9.7886,11.8138,-2.2327,-5.7602,-5.1947,-7.8591,0.71,0.488,0.155,0.143,2.43,1.45,0.745,0.62,1.67,1.21,0.67,0.58,0,-0.8839256
